"words","freq"
"knox",1
"koch",18
"kochs",2
"kohls",2
"koran",1
"korea",15
"koreahas",1
"korean",5
"kosher",2
"kosovo",2
"koster",2
"kotek",1
"krakows",1
"kratz",1
"kremlin",2
"kriseman",1
"krisemans",1
"kristi",1
"krolicki",1
"kstyle",1
"kucinich",4
"kurds",1
"kurt",4
"kuster",5
"kuwait",1
"kuwaitis",1
"kyl",1
"kyrgyzstan",1
"kyrillos",2
"lab",4
"label",1
"labeled",3
"labeling",1
"labor",33
"laboratories",1
"laborstatebudget",1
"labs",1
"lac",2
"lack",9
"lacks",3
"ladder",1
"laden",9
"ladies",1
"lady",5
"lagged",2
"lags",1
"laid",14
"lake",13
"lakefront",1
"lakes",8
"lakeshore",1
"lamar",2
"lambeau",1
"lamontagne",1
"lamp",1
"lance",1
"land",32
"landed",1
"landfill",1
"landing",2
"landings",1
"landrieu",2
"lands",5
"landscape",1
"landslide",5
"landuse",1
"lane",3
"lanes",12
"langevin",6
"language",15
"languageif",1
"languages",1
"languished",2
"lanier",2
"lap",1
"lapierre",1
"laredo",1
"large",27
"largecapacity",1
"largely",7
"larger",21
"largescale",1
"largesse",1
"largest",88
"largestever",1
"las",4
"laser",1
"lassa",2
"last",314
"lasted",1
"lasting",2
"late",6
"latenight",1
"later",12
"latest",7
"latestage",1
"lateterm",1
"latin",3
"latina",2
"latinas",1
"latino",9
"latinos",8
"latourette",1
"latvala",1
"laugh",1
"laughing",2
"laughs",1
"launch",2
"launched",3
"launchers",1
"laundered",1
"laundry",1
"laureate",1
"laurie",1
"lavish",3
"law",312
"lawabiding",2
"lawbanninglethalrat",1
"lawenforcement",1
"lawmaker",2
"lawmakers",26
"lawmaking",1
"lawn",1
"laws",63
"lawsuit",10
"lawsuits",7
"lawton",1
"lawyer",11
"lawyers",7
"lax",3
"lay",5
"layer",1
"layoffs",8
"lazy",1
"lbj",2
"lead",21
"leader",29
"leaders",20
"leadership",26
"leaderships",1
"leading",19
"leads",6
"leadup",1
"league",8
"leaked",2
"leaks",2
"lean",1
"leandertoaustin",1
"leaner",1
"leant",1
"learn",8
"learned",2
"learning",3
"lease",2
"leased",1
"leases",4
"least",67
"leasttrusted",1
"leave",36
"leaves",4
"leaving",20
"lebanon",2
"lecture",1
"led",41
"ledbetter",2
"lee",13
"leffingwell",3
"left",59
"leftwing",2
"leg",1
"legacy",2
"legal",44
"legalization",3
"legalize",3
"legalized",4
"legalizing",5
"legally",24
"legend",1
"legion",1
"legionnaires",1
"legislated",1
"legislation",95
"legislationto",1
"legislative",22
"legislator",6
"legislators",12
"legislature",49
"legislatures",3
"legitimacy",1
"legitimate",5
"legler",1
"lego",1
"legs",1
"lehman",1
"lehmberg",1
"leibham",1
"leisure",1
"lemieux",4
"lend",1
"lender",1
"lenders",3
"lending",3
"length",3
"lenient",1
"lens",1
"lent",1
"leonard",1
"leone",1
"lerner",1
"lesbian",3
"lesbians",1
"leslie",1
"less",160
"lessen",1
"lessening",1
"lesser",1
"let",39
"leticia",1
"lets",11
"letter",15
"letterman",1
"letters",1
"letting",6
"leukemia",1
"levees",1
"level",55
"levels",27
"lever",2
"levies",1
"levitation",1
"levy",2
"levying",1
"lewis",3
"lgbt",3
"liabilities",2
"liability",2
"liabilityinterstate",1
"liaison",1
"liberal",27
"liberals",3
"liberate",2
"liberation",2
"liberia",2
"libertarian",3
"liberties",1
"liberty",2
"librarian",2
"libraries",1
"library",7
"libya",16
"libyams",1
"libyan",2
"license",11
"licensed",8
"licenses",19
"licensing",1
"licit",1
"lid",2
"lie",10
"liebermans",1
"liechtenstein",1
"lied",5
"lien",1
"liens",1
"lies",5
"lieutenant",8
"lieutenants",1
"life",43
"lifeby",1
"lifeguard",1
"lifesaving",2
"lifespan",1
"lifestyle",1
"lifesustaining",1
"lifethreatening",1
"lifetime",6
"lifetimes",2
"lift",3
"lifted",4
"lifting",3
"lifts",1
"light",23
"lighting",1
"lightning",2
"lightrail",1
"lights",1
"like",143
"liked",2
"likedsized",1
"likely",37
"likens",1
"likes",3
"likewise",1
"lilly",2
"limbaugh",2
"limbaughs",1
"limit",20
"limitation",3
"limitations",1
"limited",4
"limitedly",1
"limiting",1
"limitless",1
"limits",9
"limousine",1
"limousines",1
"lincoln",10
"linda",1
"lindsay",1
"lindsey",2
"line",27
"lined",2
"lineitem",4
"lines",12
"link",4
"linked",3
"links",2
"linn",1
"linwood",1
"lions",1
"lipreading",1
"liquidate",1
"liquor",3
"lisa",1
"list",20
"listed",8
"listen",1
"listening",1
"lists",2
"lit",1
"literally",11
"litigation",1
"litmus",1
"little",31
"littleknown",2
"live",43
"lived",8
"lives",28
"livestock",2
"living",31
"livingwage",2
"lizbeth",1
"lloyd",3
"load",1
"loaded",4
"loading",1
"loan",20
"loaned",1
"loaning",1
"loans",18
"lobbied",8
"lobby",7
"lobbying",2
"lobbyist",22
"lobbyists",25
"lobster",1
"local",62
"locate",1
"located",3
"locating",1
"location",4
"locations",1
"lock",6
"locked",2
"locker",1
"locking",2
"lockout",1
"locks",2
"lockstep",1
"log",2
"logging",1
"logic",1
"logistically",2
"logo",2
"lois",5
"london",1
"lone",2
"long",27
"longer",37
"longest",6
"longestrunning",1
"longestserving",1
"longrange",1
"longstanding",3
"longterm",8
"longthe",1
"look",42
"looked",4
"looking",27
"looks",2
"looming",3
"loophole",17
"loopholes",8
"loosely",1
"loranne",1
"lord",2
"loretta",3
"los",7
"lose",41
"loses",4
"losing",25
"loss",10
"losses",6
"lost",124
"lot",45
"lots",8
"lotteries",1
"lottery",9
"loud",1
"loudly",2
"loughlin",2
"loughner",1
"louie",2
"louis",2
"louisiana",8
"louisianas",1
"lounge",2
"lousy",1
"love",7
"loves",1
"loving",1
"low",31
"lowden",1
"lower",57
"lowered",4
"lowerincome",2
"lowering",3
"lowest",85
"lowesttaxed",1
"lowflow",1
"lowincome",12
"lowrange",1
"lows",1
"lowtax",1
"lowwage",2
"loyalty",1
"lpezcantera",1
"lubbock",1
"luck",1
"lucky",1
"luis",1
"lumumba",1
"lunatic",1
"lunch",7
"lunches",2
"lundergan",1
"lundquist",1
"lung",1
"lures",1
"luther",7
"luxembourg",1
"luxury",6
"lyin",1
"lying",4
"lyme",1
"lynch",6
"lynching",1
"lynchs",1
"lyndon",4
"lynn",3
"mac",6
"macginnitie",1
"machado",1
"machine",4
"machines",8
"mack",11
"macks",2
"macys",1
"maddox",2
"made",118
"madefromscratch",1
"madigan",3
"madigans",1
"madison",5
"madoff",1
"mae",2
"mafia",1
"magazine",7
"magaziner",1
"magazines",1
"maggie",10
"magic",2
"magnetic",1
"mahal",2
"mahatma",1
"maher",1
"mahlon",1
"mahmoud",4
"mahoning",2
"mahut",1
"mail",6
"mailin",1
"main",6
"maine",4
"mainly",2
"mainstream",1
"maintained",5
"maintenance",1
"maj",1
"major",63
"majorities",2
"majority",95
"make",131
"makers",1
"makes",36
"makeup",4
"making",71
"malaria",2
"malawi",1
"malaysia",2
"maldonado",1
"male",10
"males",7
"malfeasance",1
"malfunctioning",1
"mall",1
"malls",1
"mama",1
"mammograms",6
"mammography",1
"man",47
"manage",1
"managed",7
"management",13
"manager",4
"managers",6
"manages",1
"managing",2
"managua",1
"manchester",1
"mandate",37
"mandated",4
"mandates",13
"mandating",4
"mandatory",13
"mandel",8
"mandels",3
"maneuver",1
"manhattan",4
"manifests",1
"manila",1
"manipulated",3
"manipulating",1
"manipulation",1
"mankind",2
"manmade",3
"mannatech",1
"manner",1
"manning",1
"mans",1
"mansion",8
"manual",2
"manufacture",1
"manufactured",2
"manufacturer",2
"manufacturers",11
"manufacturing",24
"manufacturingled",1
"many",107
"mao",1
"map",2
"marathon",1
"marble",1
"march",8
"marcia",1
"marco",47
"marcorubio",1
"marcy",4
"margaret",4
"margarita",1
"margin",11
"marginal",1
"maria",1
"marijuana",48
"marijuanarelated",1
"marilinda",1
"marine",4
"marines",3
"mark",31
"marked",1
"markedly",1
"market",32
"marketbased",1
"marketplace",5
"marketplaces",2
"markets",1
"marking",1
"markkirk",1
"marks",1
"marlins",1
"marquette",3
"marriage",47
"marriages",4
"married",5
"marry",3
"mars",1
"marsh",1
"marshal",1
"marshall",3
"marshals",1
"marshawn",1
"marta",4
"martha",1
"marti",2
"martial",3
"martin",10
"martinez",2
"martini",1
"marwig",3
"marxist",3
"marxists",1
"mary",19
"maryellen",1
"maryland",4
"maryn",1
"mass",23
"massachusetts",61
"massacre",2
"massage",1
"massaged",2
"massages",1
"masseuthanize",1
"masshealth",1
"massive",24
"massively",1
"master",3
"masters",1
"masto",4
"match",5
"matching",2
"mate",5
"mateen",1
"material",2
"materialize",1
"materials",1
"maternal",2
"maternity",4
"math",11
"mathematical",1
"mathematically",3
"mathematics",1
"matt",2
"matter",15
"mattering",1
"matters",3
"matthew",1
"mattis",1
"mature",1
"maureen",1
"maurice",1
"maverick",1
"mavericks",1
"max",5
"maxed",6
"maximize",1
"maximum",3
"maxine",1
"may",31
"maybe",13
"mayberry",1
"mayor",64
"mayoral",9
"mayors",6
"mayweatherpacquiao",1
"mcallenarea",1
"mcauliffe",9
"mcauliffes",1
"mccabe",1
"mccain",105
"mccainfeingold",1
"mccainis",1
"mccainlieberman",1
"mccains",16
"mcchrystal",2
"mccollum",13
"mcconnell",8
"mcconnellwhat",1
"mccrory",4
"mcdonalds",7
"mcdonnell",5
"mcdonnells",2
"mcdonnellsbudget",1
"mcginty",2
"mcgintyactually",1
"mcgreevey",1
"mcintyre",1
"mckillips",1
"mclane",2
"mclauchlan",1
"mcmahon",1
"mcmansion",1
"mcnultys",1
"mcpherson",1
"meal",2
"meals",3
"mean",19
"meaning",6
"meaningful",1
"meaningfully",1
"means",30
"meanstested",1
"meant",5
"meanwhile",2
"measles",7
"measurably",1
"measure",20
"measured",1
"measures",13
"measuring",1
"meat",3
"meatbased",1
"meatpacking",1
"mechanic",2
"mechanism",2
"mechanisms",1
"medal",3
"medals",1
"media",26
"mediamessages",1
"median",17
"medicaid",82
"medicaidrelated",1
"medicaids",2
"medicaidto",1
"medical",48
"medicaldevice",1
"medicalgrade",1
"medicalmarijuana",1
"medicare",188
"medicares",3
"medication",3
"medications",1
"medicine",10
"medicines",1
"medina",1
"mediocre",1
"mediumsized",1
"meek",6
"meet",17
"meeting",12
"meetings",14
"meets",2
"meg",1
"megabanks",1
"megachurch",1
"megan",1
"megans",1
"megarich",1
"megyn",2
"melania",2
"melanomas",1
"meltdown",3
"melted",1
"melting",1
"member",40
"members",80
"membership",3
"membersonly",1
"memo",3
"memorial",4
"memory",2
"memphis",4
"men",53
"menendez",4
"menendezs",1
"menhaden",1
"meningitis",1
"menomonee",1
"mens",4
"menstrual",1
"mental",13
"mentally",3
"mention",5
"mentioned",3
"mentioning",1
"mentions",1
"mequon",1
"mercedes",1
"mercer",1
"mercury",4
"merely",1
"merger",3
"merging",1
"merit",5
"merited",1
"merkley",2
"merrick",3
"merry",2
"mess",4
"message",1
"messagemachinevotingrecord",1
"met",11
"metabolism",1
"metal",2
"metering",1
"meth",1
"method",1
"methods",4
"methrelated",1
"metric",2
"metrics",1
"metro",13
"metroplex",1
"metropolitan",5
"metrorail",1
"metros",1
"metzenbaum",1
"mexican",13
"mexicanamerican",1
"mexicans",4
"mexico",52
"mexicos",1
"miami",11
"miamidade",5
"miamis",1
"mica",2
"micas",1
"mich",4
"michael",17
"michele",3
"michelle",14
"michigan",13
"michigans",1
"mickey",2
"microcephaly",1
"microchip",1
"microchips",1
"mid",3
"middle",66
"middleclass",25
"middleincome",3
"middlewoman",1
"midlevel",1
"midnight",3
"mids",2
"midsize",1
"midterm",3
"midwest",11
"midwestern",1
"might",16
"migrants",2
"mikal",1
"mike",25
"mild",1
"mile",7
"mileage",1
"miles",22
"militarization",1
"militarize",1
"military",93
"militarygrade",1
"milk",7
"milken",1
"milking",1
"mill",3
"millage",2
"millennials",6
"miller",2
"million",531
"millionaire",6
"millionaires",29
"milliondollar",2
"millionplus",2
"millions",97
"millionword",1
"millionyear",1
"mills",3
"milwaukee",79
"milwaukees",6
"min",1
"mind",4
"mindless",1
"minds",1
"mindsets",1
"mine",14
"mineral",1
"minerals",2
"mineresistant",1
"mingling",1
"minibar",1
"minimal",1
"minimize",2
"minimum",75
"minimumwage",4
"mining",7
"minions",1
"minister",9
"minneapolis",1
"minnesota",15
"minnesotas",1
"minor",4
"minorities",4
"minority",14
"minors",3
"mint",1
"minute",6
"minutemen",2
"minutes",13
"miracle",2
"miranda",1
"mirror",1
"mirrored",1
"mirrors",2
"misadventures",1
"miscarriage",1
"miscarriages",1
"miscarry",1
"misconduct",3
"misdemeanor",2
"misdemeanors",1
"miserably",1
"misinformed",2
"misleading",1
"mismanaged",4
"mismanagement",3
"misogynist",1
"misquoted",1
"miss",2
"missed",13
"missile",4
"missiledefense",1
"missiles",1
"missing",5
"mission",5
"missions",2
"mississippi",4
"missive",1
"missouri",15
"missourians",2
"mistake",5
"mistakes",1
"misuse",1
"mitch",9
"mitchell",3
"mitigated",1
"mitigation",1
"mitt",122
"mittromney",4
"mittromneys",1
"mix",2
"mixed",4
"mizzou",1
"moammar",1
"mob",2
"mobil",2
"mobile",2
"mobils",1
"mobsters",1
"mocked",2
"mode",2
"model",13
"modeled",2
"models",1
"moderate",6
"moderator",1
"modern",14
"modernday",1
"modernizing",1
"modes",1
"modest",1
"modified",5
"modify",3
"mohammad",1
"mohammadi",1
"mohammed",2
"moines",2
"moleg",1
"molesters",1
"molesting",1
"mollis",1
"mom",3
"moment",5
"moments",1
"moms",1
"monarch",1
"monday",1
"money",262
"moneythey",1
"mongrels",1
"monica",1
"monies",2
"monitor",2
"monitoring",1
"monkey",1
"monkeys",1
"monnes",1
"monopoly",2
"monoxide",1
"monsanto",1
"montana",2
"montclair",1
"month",68
"monthly",5
"months",89
"monument",2
"moon",4
"moore",1
"moose",1
"mopac",2
"moral",1
"moratorium",3
"moreand",1
"morell",1
"morgan",4
"morgancarroll",1
"mormon",2
"morning",3
"mornings",1
"moroccans",1
"morocco",2
"morris",2
"morrissey",1
"mortality",11
"mortgage",15
"mortgages",6
"moscow",1
"mosque",5
"mosques",2
"mosquito",3
"mosquitoes",1
"mosquitos",1
"mossad",1
"mostly",12
"mostlytrue",4
"mostregressive",1
"mostused",1
"mosul",1
"mother",9
"mothers",6
"motion",2
"motivating",1
"motivation",1
"motives",1
"motor",2
"motorcycles",2
"motorist",1
"motorists",4
"motors",4
"motto",1
"mound",1
"mount",1
"mountain",3
"mouse",3
"mouth",1
"move",19
"moved",17
"movement",5
"moves",1
"movie",4
"moving",21
"mow",1
"moyouve",1
"mph",4
"mps",1
"mris",1
"mrs",2
"msnbc",2
"mubarak",1
"mubaraks",1
"much",100
"mules",1
"mullahs",1
"multifamily",1
"multimillionaire",1
"multimillionaires",2
"multimilliondollar",1
"multinational",1
"multiple",11
"multiplied",1
"multiply",1
"multitude",1
"multiyear",1
"multnomah",5
"munger",1
"municipal",4
"municipalities",1
"murder",22
"murdered",11
"murderers",2
"murders",10
"murkowski",1
"murnaghan",1
"murphy",15
"murphys",3
"murray",2
"murrayryan",1
"muscle",1
"museum",5
"musharraf",2
"music",3
"musical",1
"muslim",30
"muslimmajority",1
"muslims",24
"muslimsand",1
"must",18
"musuem",1
"mutates",1
"mutilation",1
"mutual",2
"muzzled",1
"mvc",1
"mvp",1
"myers",2
"myocardial",1
"myriad",1
"mysteriously",1
"mystified",1
"myth",1
"nada",1
"nadergonzalez",1
"nafta",12
"nailing",1
"naive",1
"naked",1
"name",26
"named",8
"namely",1
"nameresume",1
"names",2
"naming",1
"nancy",29
"naral",2
"narcotic",1
"narcotics",1
"narrow",1
"narrowed",2
"narrowing",1
"nasa",2
"nascar",3
"nashua",1
"nashville",2
"natalyn",1
"nathan",14
"nation",133
"national",185
"nationalize",1
"nationalized",1
"nationally",19
"nationals",1
"nationbuilding",1
"nations",73
"nationsbank",1
"nationwide",10
"native",5
"nato",9
"natural",20
"nature",2
"naval",2
"navigable",1
"navigators",2
"navy",10
"navys",1
"nazi",3
"nazis",2
"nbc",1
"ncaa",1
"nclaw",1
"near",22
"nearbeach",1
"nearby",2
"nearly",175
"nearlyone",1
"nebraska",2
"necap",1
"necessarily",1
"necessary",2
"neck",1
"need",37
"needbased",1
"needed",15
"needing",1
"needle",1
"needles",1
"needless",1
"needs",24
"needy",3
"neenah",1
"negating",1
"negative",8
"neglect",1
"neglected",2
"negligent",1
"negocios",1
"negotiate",4
"negotiated",4
"negotiating",6
"negotiations",10
"neighbor",1
"neighborhood",5
"neighborhoods",8
"neighboring",1
"neighbors",3
"neither",6
"nelson",17
"nelsons",2
"nerve",1
"nestle",1
"net",22
"netanyahu",4
"netflix",1
"netherlands",2
"netted",1
"network",6
"networking",1
"neumann",1
"neurological",1
"neurosurgeon",1
"neuter",1
"neutral",2
"neutrality",2
"nevada",20
"nevadans",1
"nevadas",2
"never",175
"neversaid",1
"new",466
"newark",10
"newborn",2
"newborns",1
"newest",1
"newly",9
"newport",4
"newports",1
"news",31
"newsgoogle",1
"newsletters",1
"newsmaker",2
"newsmax",1
"newsom",1
"newspaper",9
"newspapers",1
"newt",20
"newtown",1
"next",72
"nfl",9
"nick",1
"nickel",3
"nickolaus",1
"nico",1
"nicotine",1
"nics",1
"nidal",1
"nigeria",1
"night",10
"nightmare",1
"nih",1
"nikita",2
"nikki",1
"nine",26
"nineday",1
"ninety",8
"ninetyeight",1
"ninetyfive",4
"ninetyfour",2
"ninetyseven",1
"ninetysix",1
"nineyear",1
"ninth",5
"ninthrainiest",1
"nitrogen",1
"nixon",5
"noaa",2
"nobid",1
"nobody",19
"nobodys",2
"nocost",1
"nofly",2
"noisy",1
"nolan",1
"nominated",3
"nominating",1
"nomination",14
"nominations",1
"nominee",23
"nominees",13
"non",1
"nonaffiliation",1
"nonalqaida",1
"nonanglo",1
"nonchristian",1
"noncitizen",2
"noncitizens",2
"noncollegeeducated",1
"noncompliant",1
"noncontiguous",1
"nondefense",4
"nondiscrimination",3
"none",16
"nonessential",1
"nonexistent",2
"nonfederally",1
"noninterventionism",1
"nonmexicans",1
"nonmilitary",1
"nonmuslims",1
"nonneedy",1
"nonnegotiable",1
"nonpartisan",7
"nonprescription",1
"nonprofit",4
"nonprofits",1
"nonproliferation",1
"nonstop",1
"nontea",1
"nonteachers",1
"nontoll",1
"nontransit",1
"nonunion",1
"nonus",3
"nonviolent",4
"norbert",1
"norcross",1
"nordic",1
"norm",2
"normal",3
"normalization",1
"normandy",3
"norms",1
"north",45
"northam",1
"northeast",5
"northeastern",2
"northern",10
"northwest",1
"norton",1
"norway",1
"nose",2
"noshow",1
"notably",1
"notax",1
"noted",1
"notes",3
"nothing",57
"notice",2
"notices",1
"notifications",1
"notified",2
"notion",1
"notorious",2
"notre",1
"notspend",1
"noun",1
"november",18
"now",337
"nowhere",8
"nra",17
"nras",1
"nsa",2
"nuclear",66
"nuclearpowered",1
"nude",1
"nukes",1
"null",1
"number",127
"numberone",2
"numberonein",1
"numbers",46
"numbersand",1
"numerous",5
"nunn",6
"nunns",1
"nuns",1
"nurse",1
"nurses",7
"nursing",12
"nusbaum",2
"nutella",1
"nutrition",2
"nutritious",1
"nye",2
"nytimes",2
"oak",1
"oakland",1
"oakleys",1
"oath",2
"obama",697
"obamacare",210
"obamacarecaused",1
"obamacareexchange",1
"obamacarerepresents",1
"obamacares",2
"obamacareyou",1
"obamacars",1
"obamaclinton",1
"obamaelect",1
"obamaexempted",1
"obamagop",1
"obamaphones",1
"obamapresident",1
"obamareid",1
"obamas",162
"obamashealth",1
"obamasown",1
"obamastyle",1
"obamatrade",1
"obedience",1
"obese",4
"obesity",5
"obey",1
"obeys",1
"objection",2
"objective",4
"obligated",1
"obligation",1
"obligations",2
"obrien",2
"obriens",1
"observation",1
"observer",1
"observers",1
"obsolete",3
"obstacle",1
"obstruction",1
"obtain",8
"obtained",2
"obtaining",1
"obvious",2
"occasion",1
"occasions",3
"occidental",2
"occupant",1
"occupants",1
"occupations",1
"occupies",1
"occupy",5
"occur",7
"occurred",8
"occurrence",1
"occurring",1
"ocean",7
"oceans",2
"oclock",1
"oconnor",1
"oct",2
"october",8
"odd",3
"oddest",1
"odds",2
"odinga",2
"ofa",1
"offend",1
"offender",2
"offenders",14
"offense",3
"offenses",2
"offensive",1
"offer",9
"offered",17
"offering",3
"offerings",1
"offers",7
"office",213
"officeholders",1
"officer",12
"officerrelated",1
"officers",32
"offices",14
"official",13
"officialinquiryon",1
"officially",3
"officials",35
"offlexible",1
"offroading",1
"offseason",1
"offset",3
"offsets",2
"offshore",23
"ofindianas",1
"ofsupporting",1
"often",11
"ogden",1
"ohio",119
"ohioans",7
"ohios",12
"oil",152
"oilproducing",1
"oils",1
"okay",1
"okays",1
"oklahoma",3
"oklahomas",2
"olbermann",1
"old",27
"older",6
"oldest",4
"olens",1
"oligarchs",1
"olsen",2
"olympic",3
"olympics",3
"omalley",1
"oman",2
"omar",1
"omitted",2
"omnibus",3
"onand",1
"oncountries",1
"onduty",1
"one",464
"oneandahalf",1
"onecent",1
"onechild",2
"onefourth",2
"onehalf",3
"onehundred",1
"onehundredths",1
"oneill",1
"oneinthree",1
"onequarter",3
"ones",10
"oneshots",1
"onesizefitsall",1
"onetenth",5
"oneterm",1
"onethird",10
"onetime",1
"oneyear",1
"ongoing",3
"online",16
"onthe",1
"onto",6
"open",28
"opened",4
"opening",7
"openings",1
"openly",11
"operate",5
"operated",1
"operates",1
"operating",10
"operation",4
"operational",1
"operations",15
"operatives",1
"operator",1
"opinion",6
"opinions",2
"opioid",2
"opioids",1
"opponent",36
"opponents",6
"opportunities",3
"opportunity",14
"oppose",12
"opposed",49
"opposes",24
"opposing",6
"opposite",3
"opposition",9
"oppressive",1
"opt",3
"optech",1
"opted",1
"option",19
"optional",1
"options",6
"oral",1
"orange",3
"order",34
"ordered",15
"orders",3
"ordinance",4
"ordinances",1
"ordinary",3
"ore",5
"oregon",68
"oregonian",1
"oregonians",11
"oregons",16
"oreilly",1
"organic",2
"organisms",1
"organization",12
"organizations",11
"organize",1
"organized",5
"organizer",1
"organizers",3
"orientation",6
"origami",1
"original",6
"originally",3
"originallyprojected",1
"originated",1
"orlando",3
"orleans",4
"ornamental",1
"orp",1
"orphans",1
"ortega",1
"orthodontia",1
"osama",7
"oscar",1
"oshaughnessy",2
"oswald",2
"oswego",1
"others",11
"otherwise",4
"ottumwa",2
"ounce",1
"ourneighboring",1
"oust",1
"outage",1
"outbound",1
"outbreak",3
"outbreaks",1
"outcomes",2
"outcomesbased",1
"outdoor",1
"outdrawn",1
"outearning",1
"outer",2
"outfitted",1
"outfitters",1
"outlaw",8
"outlawed",2
"outlawing",1
"outlaws",2
"outlets",1
"outlined",3
"outlive",1
"outlived",1
"outmigration",2
"outnumber",1
"outofpocket",2
"outofstate",9
"outpaces",1
"outperforming",1
"outposts",1
"output",3
"outrageous",4
"outreach",3
"outside",21
"outsiders",1
"outsource",2
"outsourced",1
"outsourcing",6
"outspent",3
"outstanding",2
"outstrip",1
"outstripped",1
"outstripping",1
"outundocumented",1
"outward",1
"outweighs",1
"ouzinkie",1
"oval",1
"ovarian",1
"overall",16
"overbuilt",1
"overcharging",1
"overcounts",1
"overcrowded",1
"overcrowding",2
"overdevelopment",1
"overdose",2
"overdosed",1
"overdoses",3
"overdosing",1
"overdraft",1
"overexaggerated",1
"overgrown",1
"overhaul",7
"overhauled",1
"overhauling",1
"overhead",5
"overincarceration",1
"overlook",1
"overlooked",1
"overnight",2
"overpass",1
"overpay",1
"overreached",1
"overreact",1
"overridden",1
"override",1
"overrule",1
"overrun",1
"oversampling",1
"oversaw",7
"overseas",26
"oversee",2
"overseeing",2
"overseen",1
"oversight",10
"overspend",1
"overstay",2
"overstayed",3
"overstayers",1
"overstaying",1
"overtesting",1
"overtime",1
"overturn",2
"overturned",1
"overturning",4
"overweight",2
"overwhelming",9
"overwhelmingly",7
"ovide",1
"owe",10
"owed",1
"owes",6
"owned",8
"owner",5
"owners",14
"ownership",7
"ownershipdatabase",1
"owning",2
"owns",12
"oxendine",1
"oxide",1
"oxycodone",1
"oyster",1
"ozone",2
"pac",10
"pace",8
"pacemaker",1
"pacific",2
"pacify",1
"pack",2
"packaday",1
"package",14
"packages",1
"packaging",1
"packed",2
"packers",2
"packs",2
"pacs",9
"pacur",1
"page",8
"pageant",1
"pages",11
"paid",118
"paidfor",1
"pain",7
"paine",1
"painful",1
"paint",2
"painting",1
"pair",1
"pakistan",13
"pal",1
"palace",1
"pale",1
"palestine",1
"palestinian",3
"palestinians",2
"palin",22
"palins",2
"pallets",1
"pallone",3
"palm",1
"pam",2
"pamphlet",1
"panama",1
"panasonic",1
"pancakes",1
"pandemics",1
"panel",9
"panels",7
"panhandle",1
"panhandling",2
"panhandlingrelated",1
"panther",2
"panthers",1
"pants",3
"pantsfire",3
"pantsonfire",1
"paper",6
"paperback",2
"papers",3
"paperwork",3
"parade",1
"paragraph",1
"parallel",1
"paramedics",1
"paramilitary",1
"pardon",1
"pardons",1
"parent",4
"parental",3
"parenthood",55
"parenthoodit",1
"parenthoods",2
"parents",26
"paris",6
"parishes",1
"park",12
"parked",1
"parkhurst",1
"parking",2
"parkinsons",1
"parks",13
"parma",1
"parole",5
"parrish",3
"parsley",1
"part",57
"partial",3
"partialbirth",3
"partially",1
"participants",2
"participate",4
"participated",1
"participating",3
"participation",5
"particular",2
"particularly",5
"partiers",1
"parties",12
"partisan",5
"partisanship",1
"partition",2
"partitioning",1
"partly",1
"partner",8
"partners",5
"partnership",14
"parts",15
"parttime",5
"party",102
"partyline",1
"partys",2
"pas",1
"pasadena",1
"pasch",2
"pasco",2
"pascrell",3
"paso",6
"pass",34
"passage",10
"passed",121
"passenger",1
"passengers",1
"passes",10
"passing",11
"passions",1
"passively",2
"passport",2
"passports",1
"passthroughs",1
"past",95
"pastor",5
"pastors",1
"pat",9
"patdown",2
"patdowns",1
"patent",2
"patently",1
"patents",2
"paterson",1
"path",11
"pathological",1
"pathologists",1
"pathway",2
"patient",9
"patientdoctor",1
"patients",16
"patrice",1
"patrick",21
"patridge",1
"patriot",3
"patriotic",3
"patriotism",1
"patriots",3
"patrol",12
"patrols",1
"patten",1
"pattern",1
"patterned",1
"patterson",2
"patty",2
"paul",62
"paula",2
"paulhas",1
"pauls",3
"paulson",1
"pause",1
"pave",2
"paved",1
"paving",1
"pawlenty",4
"pawn",1
"pay",294
"payasyougo",2
"payback",1
"paycheck",6
"paychecks",4
"payday",6
"paying",46
"payingjust",1
"payment",8
"payments",12
"payne",1
"payout",1
"payouts",1
"payroll",19
"pays",22
"paytoplay",3
"pbj",1
"pbs",2
"peace",4
"peaceful",1
"peacekeeping",2
"peach",1
"peachtree",1
"peak",5
"peaked",1
"peanut",3
"pearl",3
"pease",1
"ped",1
"pedestrians",1
"pediatric",1
"pediatricians",2
"pediatrics",1
"pedophiles",1
"peers",2
"pell",11
"pelosi",24
"pelosis",2
"pembroke",1
"pen",4
"penalize",1
"penalties",6
"penalty",9
"pence",5
"pencil",1
"pending",4
"penis",1
"penises",1
"penitentiaries",1
"penitentiary",1
"penn",1
"pennies",2
"pennsylvania",9
"penny",13
"pens",1
"pension",35
"pensions",17
"pentagon",11
"pentagons",2
"people",597
"peoples",8
"pepperoni",1
"per",156
"percapita",1
"perceived",1
"percent",1187
"percenta",1
"percentage",34
"percentages",1
"percentagewise",1
"percentincrease",2
"percentjon",1
"percentlower",1
"percentof",7
"percentraise",1
"perdue",11
"perfect",5
"perform",4
"performance",1
"performed",6
"performing",4
"perhaps",5
"perhour",1
"perimeter",2
"period",18
"periods",1
"perjury",1
"perks",2
"perlmutter",1
"permanent",14
"permanently",5
"permission",5
"permit",11
"permits",11
